H850,H500
1479.25,5866.5
1504.0,5892.0
1510.75,5906.25
1518.25,5889.75
1518.0,5874.0
1519.0,5873.5
1533.25,5889.5
1521.25,5877.25
1486.5,5851.5
1492.25,5854.5
1495.75,5863.0
1502.25,5860.5
1506.5,5859.0
1506.5,5869.5
1517.0,5880.25
1520.25,5884.25
1521.5,5883.75
1517.25,5875.0
1519.75,5877.5
1521.25,5871.75
1510.25,5864.25
1520.75,5869.0
1547.25,5878.0
1541.0,5882.5
1542.0,5882.25
1550.0,5886.25
1562.25,5896.5
1572.75,5898.75
1553.25,5880.25
1531.25,5867.25
1520.75,5856.5
1532.25,5874.5
1544.75,5886.5
1530.0,5877.5
1523.25,5864.75
1525.75,5864.25
1526.25,5871.75
1522.25,5865.75
1510.75,5851.0
1532.5,5858.25
1542.75,5863.5
1542.0,5854.0
1547.5,5851.0
1555.75,5840.0
1556.5,5819.0
1540.5,5812.5
1552.25,5834.5
1555.5,5832.25
1553.0,5822.25
1556.0,5834.5
1558.75,5852.0
1559.25,5850.75
1562.25,5831.0
1587.75,5850.5
1578.25,5849.75
1569.5,5847.25
1571.25,5850.75
1570.5,5845.0
1552.25,5827.5
1559.0,5854.75
1568.75,5883.0
1553.75,5894.0
1552.25,5894.25
1551.25,5882.5
1561.75,5878.0
1550.75,5860.25
1540.5,5858.25
1537.25,5864.0
1541.75,5852.25
1530.75,5843.75
1528.25,5836.0
1540.75,5850.25
1532.0,5841.5
1519.25,5817.5
1522.75,5810.0
1515.0,5806.0
1503.25,5792.5
1502.75,5813.75
1509.25,5831.25
1512.5,5825.5
1517.75,5822.5
1531.25,5828.25
1532.75,5822.25
1513.75,5779.5
1513.0,5754.5
1520.75,5764.5
1521.0,5799.25
1503.0,5786.25
1531.0,5787.25
1524.0,5809.75
1519.75,5822.25
1543.0,5819.0
1540.25,5811.75
1522.0,5832.0
1534.0,5838.75
1546.5,5829.5
1556.0,5842.75
1510.25,5842.25
1514.5,5842.25
1512.75,5839.5
1520.25,5834.75
1495.0,5816.75
1472.25,5816.5
1505.5,5825.0
1510.0,5807.25
1467.0,5761.5
1456.0,5743.0
1467.0,5740.25
1479.0,5740.25
1485.25,5758.5
1479.5,5776.5
1492.25,5788.5
1508.5,5807.75
1516.25,5803.75
1505.0,5799.25
1512.0,5807.5
1492.25,5795.5
1492.5,5780.5
1506.25,5784.5
1506.0,5803.25
1489.25,5827.5
1494.0,5843.0
1484.0,5841.0
1466.0,5823.5
1483.0,5824.5
1519.5,5829.75
1512.75,5815.5
1490.75,5784.5
1477.25,5752.75
1489.25,5769.5
1505.5,5806.5
1511.0,5825.75
1506.0,5829.75
1519.0,5847.0
1505.0,5836.0
1487.5,5822.0
1503.0,5827.5
1513.0,5835.5
1509.25,5849.75
1496.5,5849.25
1478.25,5838.25
1479.0,5848.0
1486.5,5852.5
1492.25,5852.0
1505.5,5855.0
1510.75,5850.0
1498.25,5839.5
1517.0,5821.25
1521.5,5813.5
1536.25,5812.0
1527.25,5817.25
1533.5,5808.5
1513.0,5807.5
1487.25,5799.75
1479.75,5791.25
1484.25,5788.25
1463.0,5772.5
1469.0,5775.0
1476.25,5782.25
1477.75,5796.25
1471.75,5813.75
1467.5,5819.25
1475.0,5826.25
1494.0,5841.0
1499.25,5842.5
1487.25,5833.25
1464.25,5818.75
1488.75,5833.25
1509.0,5833.75
1509.75,5824.25
1510.5,5813.25
1506.75,5818.0
1503.5,5813.75
1490.0,5815.25
1493.5,5834.5
1518.0,5856.25
1520.5,5846.25
1479.75,5819.75
1483.25,5835.0
1496.75,5853.0
1490.75,5847.75
1479.0,5829.25
1456.0,5804.75
1463.25,5833.75
1475.75,5845.0
1485.75,5833.0
1476.25,5828.0
1489.25,5845.25
1496.5,5862.0
1497.25,5868.25
1486.0,5867.75
1487.25,5851.75
1488.0,5832.25
1481.75,5821.75
1473.75,5812.75
1472.5,5816.5
1475.25,5832.5
1473.75,5814.0
1451.25,5808.75
1462.5,5829.0
1503.0,5863.5
1511.25,5869.75
1492.25,5855.0
1491.25,5852.0
1477.25,5844.5
1465.0,5834.75
1469.75,5832.0
1465.25,5816.25
1467.0,5812.5
1472.75,5817.75
1468.0,5822.75
1468.25,5832.5
1466.75,5807.0
1484.5,5827.0
1502.25,5811.5
1506.0,5815.5
1496.5,5803.75
1485.0,5810.0
1488.75,5827.75
1488.5,5835.5
1485.75,5840.75
1478.75,5832.25
1466.75,5811.75
1448.5,5800.75
1462.25,5826.5
1485.5,5854.75
1480.5,5852.75
1459.0,5826.0
1457.75,5816.75
1456.25,5832.5
1472.25,5851.75
1477.5,5845.5
1458.75,5823.75
1458.5,5825.25
1489.0,5845.25
1485.75,5853.5
1462.75,5839.5
1445.25,5831.25
1447.5,5836.25
1455.75,5856.5
1465.5,5856.0
1485.25,5855.0
1494.5,5860.0
1485.75,5875.0
1464.0,5867.75
1460.5,5859.5
1459.25,5853.75
1473.5,5863.5
1484.0,5878.25
1492.5,5879.75
1486.75,5881.0
1457.0,5861.0
1449.25,5858.5
1452.75,5865.75
1443.0,5856.5
1434.5,5841.0
1425.25,5832.25
1419.25,5829.0
1435.0,5832.25
1423.0,5822.75
1407.25,5812.25
1408.25,5809.75
1419.75,5814.5
1438.75,5838.25
1429.75,5834.75
1431.75,5830.5
1420.25,5807.5
1434.0,5822.25
1443.25,5837.5
1446.5,5842.75
1461.75,5855.0
1470.0,5860.75
1450.25,5844.25
1447.0,5836.0
1460.0,5851.5
1464.25,5857.5
1464.75,5854.75
1463.0,5852.25
1458.5,5851.75
1440.0,5845.0
1437.75,5831.5
1464.5,5845.75
1471.0,5853.75
1460.5,5838.0
1445.5,5823.25
1443.0,5821.75
1469.75,5857.0
1485.5,5876.5
1456.0,5859.0
1435.25,5837.5
1445.25,5836.75
1456.75,5844.25
1459.5,5853.5
1462.0,5852.0
1456.0,5848.25
1461.5,5858.25
1457.25,5852.0
1442.5,5838.75
1444.5,5838.5
1459.0,5850.5
1475.5,5865.25
1470.25,5858.5
1453.5,5851.75
1436.25,5841.0
1441.5,5841.0
1447.75,5826.75
1445.25,5822.75
1447.5,5829.0
1447.0,5830.75
1443.75,5836.0
1447.5,5844.75
1452.0,5840.5
1442.5,5825.25
1437.0,5821.0
1442.25,5824.75
1451.0,5830.75
1461.5,5839.25
1461.75,5841.5
1456.0,5841.75
1460.75,5847.0
1468.0,5848.0
1467.75,5852.75
1459.25,5851.5
1460.25,5856.0
1466.25,5864.0
1452.25,5845.25
1446.0,5827.5
1453.0,5834.0
1462.25,5853.5
1459.5,5849.0
1446.0,5835.75
1438.75,5823.75
1449.25,5825.5
1474.0,5839.5
1487.75,5850.0
1490.0,5850.75
1490.75,5850.0
1489.5,5861.0
1475.75,5854.0
1485.5,5856.75
1494.0,5869.0
1495.75,5868.25
1508.25,5878.25
1527.5,5897.0
1535.0,5887.0
1519.5,5860.25
1522.75,5863.5
1527.0,5879.5
1516.0,5871.5
1498.25,5854.0
1490.5,5840.25
1495.75,5849.0
1503.5,5867.5
1515.75,5875.0
1514.0,5872.0
1497.0,5859.5
1491.25,5856.5
1491.25,5866.25
1483.25,5863.25
1492.0,5871.5
1491.25,5869.75
1483.0,5858.5
1483.0,5859.0
1493.75,5869.0
1516.75,5896.0
1520.5,5899.25
1527.5,5892.0
1517.0,5877.25
1520.25,5878.5
1507.75,5870.0
1511.5,5872.75
1523.25,5887.25
1507.75,5879.25
1504.0,5877.5
1526.75,5873.5
1526.0,5875.5
1517.75,5889.25
1522.25,5895.25
1508.75,5878.75
1503.75,5855.0
1534.0,5873.75
1562.5,5894.75
1566.0,5888.75
1553.5,5870.0
1529.5,5831.5
1512.0,5822.5
1522.0,5857.5
1511.25,5859.75
1507.5,5851.25
1504.5,5845.0
1512.25,5846.5
1512.25,5851.75
1524.0,5854.0
1532.25,5860.75
1548.5,5870.25
1562.5,5877.25
1542.75,5862.25
1529.0,5868.75
1528.5,5881.0
1527.75,5880.5
1528.75,5872.0
1515.75,5849.75
1500.75,5837.25
1509.5,5843.5
1516.75,5843.25
1520.25,5836.5
1516.25,5831.25
1515.25,5821.25
1516.5,5820.75
1524.25,5841.0
1520.75,5839.75
1525.0,5842.0
1535.0,5825.5
1522.5,5805.25
1526.75,5811.25
1539.5,5847.75
1547.0,5865.25
1549.75,5877.5
1552.75,5882.75
1552.5,5868.75
1547.25,5821.0
1539.5,5811.5
1552.25,5818.0
1570.25,5832.0
1541.5,5798.5
1514.25,5793.0
1508.25,5798.25
1529.75,5803.25
1527.0,5788.75
1511.5,5802.0
1506.5,5808.25
1503.5,5804.25
1488.0,5796.5
1482.0,5802.75
1500.75,5808.5
1495.5,5802.0
1488.0,5799.5
1500.25,5814.25
1501.75,5826.0
1483.25,5821.5
1478.25,5823.25
1481.0,5816.0
1484.75,5821.0
1483.0,5832.75
1508.25,5833.5
1508.75,5838.25
1527.75,5833.75
1524.25,5833.75
1508.25,5822.0
1511.0,5830.75
1520.5,5830.0
1527.5,5813.5
1531.25,5801.0
1518.5,5802.25
1511.75,5816.75
1517.25,5836.5
1515.25,5832.75
1525.5,5824.75
1529.0,5809.5
1515.25,5799.75
1502.75,5786.0
1516.75,5796.75
1512.0,5793.75
1521.5,5793.0
1499.5,5778.5
1482.5,5784.25
1508.25,5800.75
1529.75,5807.0
1519.75,5787.5
1508.0,5779.0
1503.25,5762.0
1520.75,5758.75
1530.0,5788.75
1527.0,5808.5
1522.5,5806.75
1516.0,5804.5
1510.0,5827.0
1516.25,5799.25
1518.5,5757.25
1515.0,5735.5
1514.0,5754.75
1521.25,5767.0
1527.5,5776.0
1535.5,5779.5
1526.25,5776.0
1508.5,5775.25
1516.25,5775.0
1504.0,5761.5
1474.5,5723.75
1454.25,5697.75
1435.75,5689.75
1453.5,5700.0
1449.0,5691.75
1440.75,5695.25
1450.25,5740.0
1462.75,5773.0
1470.5,5791.75
1476.25,5794.0
1481.75,5794.0
1468.5,5774.0
1469.25,5768.5
1476.0,5753.25
1474.5,5723.5
1461.0,5757.75
1457.25,5793.75
1466.75,5815.25
1477.75,5815.5
1488.5,5794.5
1482.5,5766.25
1484.5,5788.75
1479.25,5793.5
1486.5,5775.5
1495.25,5772.25
1479.5,5794.75
1464.5,5789.5
1460.0,5782.0
1487.5,5793.25
1519.5,5819.75
1513.0,5824.0
1491.75,5816.75
1500.25,5837.5
1520.25,5862.75
1516.0,5844.75
1511.0,5848.75
1533.75,5850.25
1504.25,5832.75
1520.75,5824.0
1534.0,5821.0
1540.5,5821.75
1523.0,5807.75
1500.5,5799.5
1506.0,5798.0
1503.25,5809.75
1518.5,5807.75
1519.25,5799.75
1500.5,5805.25
1483.25,5786.5
1489.0,5801.25
1498.5,5812.25
1486.25,5801.75
1453.0,5784.25
1462.5,5801.25
1493.0,5803.25
1519.75,5820.75
1528.75,5842.25
1518.75,5851.25
1496.0,5829.25
1500.25,5821.5
1487.5,5831.0
1490.0,5842.5
1490.75,5841.5
1456.5,5807.0
1439.25,5766.75
1441.0,5761.25
1454.0,5796.0
1453.5,5800.25
1444.25,5793.5
1455.5,5801.0
1480.5,5824.5
1517.75,5850.5
1522.5,5851.5
1498.25,5817.25
1475.25,5785.75
1483.25,5805.5
1499.75,5841.25
1502.5,5844.25
1480.75,5824.5
1471.0,5818.75
1466.0,5818.75
1480.5,5846.0
1517.0,5842.25
1502.25,5825.75
1499.25,5818.0
1485.5,5811.0
1467.0,5792.5
1458.0,5791.75
1452.0,5793.75
1444.0,5799.75
1442.75,5804.25
1464.25,5838.5
1490.75,5864.5
1511.25,5876.25
1505.0,5866.5
1499.25,5862.0
1496.5,5856.75
1487.0,5846.5
1484.75,5847.25
1470.25,5846.0
1464.75,5842.5
1473.75,5851.75
1499.0,5873.0
1519.0,5893.0
1511.75,5891.0
1496.75,5869.25
1498.25,5857.0
1495.75,5851.0
1491.75,5849.0
1474.0,5843.25
1472.75,5853.75
1469.25,5850.25
1446.75,5843.5
1430.0,5834.25
1439.75,5839.5
1452.5,5848.25
1467.0,5859.75
1476.75,5862.0
1467.75,5850.75
1462.25,5855.25
1456.25,5857.75
1469.0,5871.5
1484.0,5882.75
1481.5,5872.25
1463.25,5860.0
1450.25,5852.25
1441.0,5844.75
1434.25,5830.5
1431.5,5826.5
1457.5,5844.0
1476.0,5852.75
1464.5,5848.75
1448.75,5838.0
1442.5,5830.5
1433.75,5822.0
1437.75,5832.25
1441.0,5836.25
1435.75,5838.0
1435.5,5837.75
1432.25,5842.5
1427.25,5842.5
1429.75,5842.75
1446.0,5853.0
1440.5,5851.0
1422.0,5830.5
1418.25,5827.75
1427.0,5836.5
1445.5,5853.75
1444.0,5856.25
1447.75,5850.0
1461.75,5858.0
1465.5,5858.75
1455.5,5845.5
1458.75,5841.75
1448.5,5833.75
1440.5,5837.75
1447.0,5839.0
1470.25,5858.25
1493.5,5875.75
1478.5,5862.25
1462.75,5842.0
1475.0,5845.5
1484.25,5858.0
1487.75,5866.0
1478.75,5863.5
1465.75,5848.0
1466.25,5848.25
1471.25,5855.75
1488.5,5869.5
1496.75,5867.75
1495.0,5861.25
1488.0,5854.25
1470.75,5849.5
1452.5,5844.0
1459.0,5848.0
1461.0,5847.5
1456.0,5836.5
1457.25,5836.5
1461.5,5851.5
1475.5,5867.75
1465.25,5863.25
1467.0,5855.25
1470.0,5858.75
1465.0,5856.75
1448.0,5844.5
1438.0,5825.0
1446.25,5829.25
1454.75,5846.25
1447.25,5847.5
1429.5,5830.25
1432.75,5827.75
1438.75,5828.5
1434.0,5831.5
1423.5,5827.5
1438.0,5843.0
1460.5,5862.25
1454.5,5859.5
1453.75,5859.0
1461.25,5858.75
1455.75,5843.5
1451.5,5842.75
1456.0,5848.5
1455.0,5850.0
1442.0,5848.0
1437.5,5838.25
1419.25,5817.5
1422.25,5819.25
1456.25,5855.0
1465.0,5857.25
1457.75,5842.25
1472.5,5857.5
1484.5,5867.0
1490.75,5874.0
1475.0,5860.0
1456.5,5842.75
1443.5,5838.0
1448.5,5839.25
1455.5,5843.0
1487.5,5860.5
1501.25,5868.0
1489.5,5853.25
1488.0,5856.0
1485.0,5853.25
1495.0,5862.5
1507.5,5878.75
1511.25,5878.0
1512.5,5874.5
1505.0,5861.75
1504.25,5865.25
1506.5,5871.0
1516.5,5886.25
1521.5,5877.5
1527.75,5871.0
1535.5,5873.25
1532.25,5880.5
1522.0,5881.5
1528.0,5880.5
1527.0,5877.0
1528.0,5883.25
1538.0,5880.0
1561.0,5888.25
1550.75,5877.25
1536.75,5844.5
1521.5,5826.25
1533.25,5856.75
1527.5,5859.5
1505.75,5851.25
1514.75,5869.25
1523.25,5885.25
1515.25,5886.0
1509.25,5889.75
1524.75,5897.75
1513.5,5887.0
1493.75,5866.5
1498.25,5866.75
1496.5,5864.25
1498.5,5862.25
1490.5,5850.0
1501.75,5863.5
1535.75,5879.25
1545.25,5879.25
1543.0,5862.25
1535.0,5860.0
1529.0,5866.5
1523.75,5862.75
1520.0,5861.0
1514.75,5852.75
1508.75,5842.25
1516.5,5829.0
1542.0,5842.5
1564.25,5853.25
1554.75,5852.0
1549.25,5849.75
1553.5,5847.5
1544.25,5837.75
1526.75,5822.5
1520.75,5823.5
1517.75,5823.75
1525.0,5816.5
1504.75,5793.75
1502.0,5800.0
1517.5,5834.25
1538.5,5848.5
1540.0,5853.5
1533.25,5847.75
1532.75,5846.0
1546.75,5841.75
1532.25,5825.25
1519.0,5818.5
1504.5,5819.75
1489.5,5816.0
1486.25,5811.0
1483.5,5834.25
1500.5,5842.5
1537.25,5854.0
1529.5,5876.0
1522.25,5878.75
1519.0,5865.0
1530.75,5850.75
1540.75,5847.25
1546.75,5843.75
1539.25,5843.25
1531.5,5836.5
1527.5,5825.25
1525.75,5802.75
1518.0,5801.0
1509.25,5797.75
1515.25,5813.75
1502.0,5821.25
1481.5,5808.25
1494.75,5814.5
1527.5,5843.75
1522.75,5853.0
1508.0,5850.75
1555.0,5857.25
1553.25,5852.25
1532.0,5829.25
1504.5,5826.75
1510.0,5819.0
1519.0,5803.0
1538.5,5796.75
1564.5,5832.75
1565.5,5822.0
1559.0,5813.25
1550.0,5819.25
1535.25,5822.0
1525.75,5820.25
1516.0,5828.25
1509.5,5812.25
1501.75,5797.25
1497.75,5792.75
1519.5,5777.75
1522.0,5815.25
1501.25,5835.0
1534.75,5850.25
1540.0,5846.5
1527.0,5814.0
1539.25,5802.75
1538.5,5817.0
1546.25,5846.25
1569.75,5849.0
1549.0,5836.25
1530.0,5817.75
1535.0,5841.75
1528.75,5830.25
1520.0,5813.25
1523.25,5827.0
1501.5,5800.75
1501.0,5790.0
1510.0,5817.25
1520.25,5830.25
1526.0,5846.5
1520.75,5835.0
1517.75,5829.0
1499.25,5835.5
1514.0,5832.5
1541.0,5826.0
1544.0,5825.0
1524.25,5816.5
1517.25,5821.5
1499.5,5824.75
1481.75,5810.25
1479.5,5783.5
1499.75,5775.0
1497.0,5760.75
1501.75,5760.0
1487.5,5766.5
1499.25,5796.0
1510.0,5800.75
1529.5,5808.25
1521.5,5814.5
1548.25,5821.0
1552.75,5833.0
1514.0,5812.0
1501.0,5795.5
1497.75,5789.0
1493.0,5785.0
1484.0,5767.75
1481.25,5753.0
1486.25,5758.0
1482.25,5756.0
1482.75,5745.5
1527.0,5769.5
1517.0,5806.25
1490.25,5797.5
1498.0,5809.75
1495.0,5814.25
1500.25,5807.75
1499.5,5803.75
1507.5,5791.0
1514.5,5790.0
1554.0,5789.25
1587.25,5788.25
1569.0,5756.0
1545.0,5728.75
1531.25,5751.75
1527.5,5757.75
1523.5,5763.5
1518.25,5777.75
1517.0,5797.75
1504.5,5799.75
1495.75,5808.75
1483.25,5811.25
1479.5,5817.25
1471.0,5796.75
1455.5,5793.25
1465.0,5807.75
1466.75,5794.5
1456.75,5804.25
1456.5,5804.75
1458.0,5802.0
1475.25,5822.75
1480.75,5823.5
1477.5,5833.75
1483.0,5835.0
1491.75,5843.5
1493.5,5830.5
1491.5,5799.75
1483.0,5832.5
1459.25,5816.25
1472.5,5834.75
1474.75,5839.5
1484.5,5843.5
1495.5,5857.25
1500.75,5868.5
1508.25,5868.75
1513.0,5858.0
1520.75,5837.25
1515.25,5831.5
1501.0,5818.25
1498.75,5815.0
1506.25,5835.25
1519.5,5857.75
1504.5,5847.0
1505.0,5841.75
1516.0,5844.0
1522.75,5846.5
1492.5,5823.0
1477.75,5823.0
1486.75,5835.75
1488.75,5835.5
1486.5,5821.5
1499.5,5817.25
1507.75,5822.25
1477.75,5814.5
1473.75,5816.25
1475.5,5813.0
1482.5,5823.75
1486.0,5829.75
1479.25,5823.25
1493.75,5835.75
1498.75,5834.25
1496.0,5814.5
1495.0,5816.25
1494.25,5840.75
1488.5,5844.0
1492.5,5849.5
1495.0,5837.5
1502.5,5839.75
1496.25,5843.5
1478.75,5835.75
1454.5,5805.75
1447.5,5822.0
1461.25,5846.5
1473.5,5852.75
1470.5,5840.5
1465.75,5838.25
1457.5,5834.5
1448.5,5831.75
1447.25,5841.5
1445.75,5841.75
1437.75,5837.0
1466.5,5847.75
1461.5,5847.5
1457.25,5846.25
1450.5,5838.5
1447.75,5833.25
1454.75,5836.5
1474.25,5858.0
1476.0,5866.75
1454.75,5858.0
1447.0,5862.75
1450.75,5867.25
1451.25,5868.5
1448.75,5857.75
1433.5,5839.0
1430.75,5834.5
1432.75,5835.5
1440.0,5838.75
1460.75,5850.0
1459.25,5858.0
1446.25,5845.25
1439.25,5838.75
1443.75,5836.25
1445.25,5835.5
1450.0,5841.5
1463.0,5853.5
1457.25,5851.0
1454.75,5850.0
1449.0,5848.0
1446.5,5838.5
1450.5,5843.25
1459.25,5853.0
1458.75,5856.75
1452.5,5844.25
1442.0,5839.5
1441.25,5844.5
1437.75,5845.5
1443.25,5854.75
1438.25,5850.75
1432.75,5839.75
1445.5,5846.0
1458.0,5869.0
1449.0,5871.25
1442.0,5863.0
1428.25,5846.25
1444.5,5837.0
1466.75,5846.25
1465.0,5855.5
1472.25,5867.25
1464.5,5860.0
1442.25,5846.75
1440.25,5846.75
1438.25,5849.5
1446.5,5858.25
1442.5,5842.25
1444.5,5843.25
1460.75,5862.5
1457.5,5856.75
1455.75,5853.25
1448.0,5843.5
1448.75,5840.25
1463.25,5848.0
1462.25,5845.5
1459.5,5849.5
1449.0,5834.0
1461.0,5843.75
1469.5,5850.5
1486.25,5857.75
1498.25,5871.0
1486.75,5858.75
1490.25,5856.0
1495.75,5867.75
1485.0,5868.5
1465.5,5851.0
1460.5,5846.25
1466.0,5844.5
1469.0,5840.75
1458.75,5843.5
1461.75,5852.25
1477.25,5858.0
1478.5,5853.25
1470.0,5844.0
1463.0,5845.25
1444.75,5828.25
1441.0,5831.75
1446.25,5846.25
1456.75,5853.0
1479.25,5864.5
1482.25,5867.0
1472.0,5857.0
1473.5,5867.75
1486.75,5880.25
1468.75,5866.5
1446.0,5845.5
1465.0,5853.0
1478.25,5868.5
1471.75,5869.5
1467.25,5861.5
1466.75,5853.5
1459.0,5851.75
1462.25,5864.75
1466.5,5868.75
1454.25,5857.5
1461.75,5858.75
1473.0,5867.0
1457.25,5851.75
1454.75,5852.0
1467.75,5850.75
1467.75,5845.25
1456.25,5839.75
1476.5,5852.5
1491.25,5870.75
1499.0,5877.0
1516.25,5880.5
1521.5,5877.75
1510.25,5878.25
1499.75,5879.0
1498.75,5881.75
1500.25,5881.75
1506.0,5879.25
1503.25,5883.75
1508.5,5880.25
1514.0,5866.0
1519.25,5861.25
1536.0,5869.75
1545.5,5885.75
1540.5,5888.25
1528.75,5878.5
1527.0,5876.75
1534.5,5884.5
1551.0,5897.0
1530.0,5874.5
1513.25,5857.25
1537.25,5862.25
1550.25,5873.5
1548.5,5887.75
1552.0,5896.5
1554.0,5896.75
1556.0,5897.5
1546.75,5896.5
1523.5,5884.25
1514.75,5873.5
1520.5,5872.5
1539.5,5880.75
1538.5,5884.25
1536.0,5879.0
1531.25,5869.5
1524.25,5867.0
1514.25,5858.25
1497.25,5854.5
1496.5,5862.0
1516.5,5881.25
1533.0,5894.0
1525.75,5884.75
1527.75,5885.5
1535.5,5880.25
1518.5,5871.0
1520.5,5875.0
1528.5,5889.5
1516.25,5867.5
1493.0,5848.0
1513.75,5840.25
1566.0,5859.0
1543.5,5858.5
1518.5,5845.75
1510.0,5843.5
1502.5,5846.5
1523.0,5848.5
1522.5,5853.5
1520.0,5856.75
1511.0,5850.25
1512.75,5847.25
1536.5,5839.5
1534.25,5849.5
1522.25,5855.75
1518.0,5844.5
1512.75,5838.75
1516.75,5836.75
1529.25,5835.75
1529.75,5831.5
1512.5,5824.75
1504.5,5831.0
1524.0,5843.5
1535.5,5836.0
1529.0,5837.75
1530.75,5853.0
1524.25,5856.25
1521.0,5868.5
1545.75,5870.75
1555.75,5861.5
1557.0,5854.5
1550.0,5857.5
1556.0,5864.25
1571.0,5875.75
1553.0,5864.25
1533.5,5861.5
1551.25,5876.5
1565.25,5873.75
1540.75,5851.0
1518.75,5832.25
1548.25,5842.75
1558.75,5836.75
1555.75,5840.25
1565.25,5832.5
1545.5,5822.75
1515.25,5796.0
1501.25,5778.25
1515.5,5823.0
1519.25,5843.25
1513.75,5830.25
1517.0,5863.5
1530.5,5880.25
1556.75,5887.5
1549.75,5869.5
1536.75,5846.25
1553.5,5824.0
1540.75,5826.0
1531.75,5836.0
1541.5,5839.75
1540.5,5837.75
1547.25,5835.5
1573.5,5843.5
1547.75,5839.0
1518.25,5804.0
1520.25,5798.25
1521.0,5803.75
1499.75,5768.0
1502.75,5783.25
1509.75,5791.75
1526.5,5794.5
1535.75,5809.75
1544.75,5843.5
1579.25,5848.0
1551.75,5826.75
1526.25,5805.5
1538.25,5814.25
1555.5,5844.5
1566.75,5834.75
1548.5,5821.5
1521.25,5828.0
1526.75,5827.25
1542.0,5842.5
1532.75,5874.25
1515.75,5874.5
1535.0,5866.5
1503.25,5862.5
1499.25,5858.5
1512.0,5873.25
1535.25,5876.5
1531.75,5846.0
1551.25,5821.0
1571.25,5805.75
1571.5,5803.0
1547.75,5785.25
1540.5,5777.25
1569.75,5797.25
1558.25,5796.0
1552.75,5820.0
1572.25,5833.75
1575.75,5842.5
1563.75,5835.75
1540.5,5818.25
1539.5,5788.75
1541.75,5793.75
1531.0,5803.25
1517.75,5790.75
1515.75,5778.25
1508.0,5765.5
1513.75,5802.5
1519.0,5840.25
1519.25,5852.0
1522.0,5843.0
1516.75,5823.25
1510.0,5830.0
1515.75,5830.75
1529.0,5834.0
1532.0,5836.5
1527.0,5829.25
1520.5,5815.0
1519.5,5820.5
1517.25,5817.75
1511.5,5815.75
1503.75,5819.75
1539.75,5812.0
1521.75,5797.25
1544.75,5807.0
1549.25,5801.75
1527.0,5773.0
1525.5,5783.0
1525.0,5787.25
1497.0,5778.25
1473.25,5785.75
1478.75,5785.0
1486.0,5786.0
1489.25,5786.0
1480.0,5777.0
1480.25,5781.25
1494.5,5801.75
1491.0,5802.75
1490.0,5774.5
1475.75,5765.5
1470.75,5780.5
1475.5,5782.25
1471.25,5784.5
1471.25,5777.25
1489.0,5793.0
1494.5,5798.5
1479.25,5805.5
1480.5,5815.5
1517.75,5841.5
1507.5,5853.75
1497.25,5840.5
1511.75,5846.5
1511.5,5822.75
1513.25,5833.5
1513.75,5836.75
1486.5,5823.75
1495.25,5812.0
1481.5,5812.0
1461.75,5813.25
1462.75,5819.75
1490.0,5804.5
1490.75,5793.75
1484.0,5803.25
1486.5,5827.5
1477.75,5828.25
1480.75,5830.0
1498.0,5841.25
1512.5,5849.75
1518.0,5870.25
1522.0,5878.75
1528.5,5879.5
1525.25,5870.75
1508.5,5865.25
1501.75,5860.5
1502.5,5857.0
1511.25,5861.0
1514.0,5851.0
1496.25,5841.0
1494.25,5839.0
1498.5,5849.75
1528.25,5872.5
1538.25,5870.75
1534.75,5864.25
1503.0,5845.25
1493.25,5821.5
1498.75,5845.25
1490.25,5864.0
1484.5,5854.25
1480.5,5850.75
1481.75,5843.5
1476.5,5828.0
1481.5,5825.75
1494.25,5846.75
1502.5,5854.5
1502.0,5869.25
1498.25,5879.0
1494.25,5881.5
1504.75,5887.5
1502.25,5889.5
1488.5,5892.25
1493.0,5877.25
1499.75,5858.0
1479.25,5856.5
1476.75,5866.75
1465.0,5866.25
1445.75,5842.25
1442.0,5843.25
1452.5,5855.25
1459.75,5867.25
1469.0,5878.0
1478.75,5881.25
1477.75,5875.0
1490.75,5872.0
1500.25,5877.5
1501.25,5877.0
1480.25,5863.75
1484.0,5867.0
1490.75,5863.25
1471.0,5860.5
1463.5,5855.75
1477.75,5884.0
1483.5,5879.75
1484.5,5867.5
1475.25,5852.5
1476.75,5866.25
1471.25,5875.25
1457.5,5869.5
1440.0,5850.75
1428.5,5840.0
1439.5,5845.0
1471.0,5859.75
1473.25,5870.0
1455.75,5864.75
1449.0,5857.75
1446.0,5853.25
1450.75,5862.0
1471.0,5876.75
1460.0,5871.5
1437.25,5863.25
1432.25,5851.75
1435.75,5854.0
1452.75,5871.75
1472.75,5890.75
1470.0,5880.5
1458.5,5866.0
1449.75,5854.75
1455.5,5867.75
1455.0,5867.25
1454.25,5858.75
1460.75,5860.75
1466.0,5864.5
1464.75,5867.5
1449.75,5847.5
1443.5,5848.25
1454.25,5857.5
1458.75,5858.5
1457.75,5858.5
1453.5,5859.25
1449.5,5850.0
1451.0,5850.0
1439.0,5841.25
1438.75,5843.5
1448.0,5855.0
1451.75,5861.0
1444.5,5859.25
1436.0,5861.0
1450.0,5872.0
1475.25,5876.25
1495.75,5878.25
1488.75,5873.5
1477.75,5864.75
1468.0,5862.0
1459.25,5866.5
1456.0,5864.0
1458.25,5860.0
1451.25,5844.25
1450.0,5853.75
1459.0,5857.75
1474.5,5867.5
